Unnamed: 0,transit_timestamp,station_complex_id,station_complex,borough,payment_method,ridership,transfers,latitude,longitude,Georeference
813819,2023-10-10 16:00:00,280,Jamaica-Van Wyck ,Queens,metrocard,74,0,40.702564,-73.81686,POINT (-73.81686 40.702564)
355502,2023-11-22 04:00:00,628,Fulton St ,Manhattan,metrocard,6,0,40.71037,-74.00657,POINT (-74.00657 40.71037)
7412156,2024-02-29 21:00:00,448,Mets-Willets Point ,Queens,metrocard,3,0,40.754623,-73.84563,POINT (-73.84563 40.754623)
189034,2023-11-19 19:00:00,169,Canal St ,Manhattan,metrocard,40,0,40.720825,-74.005226,POINT (-74.005226 40.720825)
4286634,2023-09-03 11:00:00,N181A,Aqueduct Racetrack ,Queens,omny,3,0,40.672096252441406,-73.83592224121094,POINT (-73.83592224121094 40.672096252441406)
302450,2022-04-13 22:00:00,R302,116 St ,Manhattan,omny,23,2,40.80209732055664,-73.94962310791016,POINT (-73.94962310791016 40.80209732055664)
1074532,2023-10-14 06:00:00,9,57 St-7 Av ,Manhattan,omny,39,2,40.76466369628906,-73.98065948486328,POINT (-73.98065948486328 40.76466369628906)
11396144,2023-04-03 18:00:00,N080,West 4 St-Washington Sq ,Manhattan,omny,1436,5,40.73233795166016,-74.00049591064453,POINT (-74.00049591064453 40.732337951660156)
2585728,2023-02-13 08:00:00,R510,39 Av ,Queens,omny,105,0,40.75288009643555,-73.93275451660156,POINT (-73.93275451660156 40.75288009643555)
6569881,2024-02-17 23:00:00,353,President St-Medgar Evers College ,Brooklyn,metrocard,1,0,40.667885,-73.95068,POINT (-73.95068 40.667885)
6087299,2023-08-03 14:00:00,R116,Chambers St ,Manhattan,omny,328,2,40.715476989746094,-74.00926971435547,POINT (-74.00926971435547 40.715476989746094)
1869269,2023-12-13 11:00:00,204,Beach 67 St ,Queens,omny,27,0,40.590927,-73.79692,POINT (-73.79692 40.590927)
9696858,2022-11-09 06:00:00,J023,Norwood Av ,Brooklyn,omny,32,0,40.68141174316406,-73.88003540039062,POINT (-73.88003540039062 40.68141174316406)
172242,2023-10-01 15:00:00,610,Grand Central-42 St ,Manhattan,metrocard,211,0,40.751778,-73.976845,POINT (-73.976845 40.751778)
6250099,2024-02-13 13:00:00,165,23 St ,Manhattan,omny,7,0,40.745907,-73.99804,POINT (-73.99804 40.745907)
802985,2023-01-06 00:00:00,R308,145 St ,Manhattan,metrocard,1,0,40.82041931152344,-73.93624877929688,POINT (-73.93624877929688 40.82041931152344)
5094469,2022-04-23 16:00:00,N222,Bedford Park Blvd ,Bronx,omny,54,1,40.87324523925781,-73.88713836669922,POINT (-73.88713836669922 40.87324523925781)
2924651,2022-08-26 06:00:00,R521,52 St ,Queens,omny,82,0,40.74414825439453,-73.91255187988281,POINT (-73.91255187988281 40.74414825439453)
187393,2023-11-19 19:00:00,447,Flushing-Main St ,Queens,metrocard,166,0,40.7596,-73.83003,POINT (-73.83003 40.7596)
1776233,2023-12-12 06:00:00,199,Broad Channel ,Queens,omny,7,0,40.608383,-73.815926,POINT (-73.815926 40.608383)
2541353,2022-04-12 07:00:00,N312,36 St ,Queens,omny,29,0,40.75204086303711,-73.92877960205078,POINT (-73.92877960205078 40.75204086303711)
6066022,2024-02-10 20:00:00,475,96 St ,Manhattan,metrocard,23,0,40.784317,-73.94715,POINT (-73.94715 40.784317)
845056,2023-10-11 03:00:00,458,46 St-Bliss St ,Queens,metrocard,3,0,40.743134,-73.918434,POINT (-73.918434 40.743134)
860430,2023-11-13 06:00:00,68,Bay Pkwy ,Brooklyn,metrocard,18,2,40.601875,-73.99373,POINT (-73.99373 40.601875)
1955212,2023-02-02 15:00:00,A030,23 St ,Manhattan,metrocard,586,21,40.741302490234375,-73.98934173583984,POINT (-73.98934173583984 40.741302490234375)
10147788,2022-04-04 17:00:00,R314,Prospect Av ,Bronx,omny,64,2,40.819583892822266,-73.90177154541016,POINT (-73.90177154541016 40.819583892822266)
8425057,2022-10-06 00:00:00,H022,Jefferson St ,Brooklyn,metrocard,40,0,40.70660781860352,-73.92291259765625,POINT (-73.92291259765625 40.706607818603516)
5737292,2023-08-10 05:00:00,R287,Burnside Av ,Bronx,metrocard,226,12,40.85345458984375,-73.90768432617188,POINT (-73.90768432617188 40.85345458984375)
11663204,2022-07-26 04:00:00,N530,York St ,Brooklyn,omny,4,0,40.70139694213867,-73.98674774169922,POINT (-73.98674774169922 40.70139694213867)
8616424,2022-10-02 12:00:00,R290,Kingsbridge Rd ,Bronx,metrocard,92,10,40.86775970458984,-73.89717102050781,POINT (-73.89717102050781 40.867759704589844)
829736,2023-11-12 18:00:00,52,Avenue U ,Brooklyn,omny,41,10,40.59930038452149,-73.9559326171875,POINT (-73.9559326171875 40.599300384521484)
5037274,2024-01-27 07:00:00,443,Baychester Av ,Bronx,metrocard,2,0,40.878662,-73.83859,POINT (-73.83859 40.878662)
995806,2023-01-24 05:00:00,N203,161 St-Yankee Stadium ,Bronx,metrocard,331,41,40.82799530029297,-73.92565155029297,POINT (-73.92565155029297 40.82799530029297)
9186774,2022-11-10 21:00:00,H017,Montrose Av ,Brooklyn,metrocard,61,0,40.707740783691406,-73.93984985351562,POINT (-73.93984985351562 40.707740783691406)
948214,2022-02-16 01:00:00,R180,157 St ,Manhattan,metrocard,3,0,40.83404159545898,-73.94489288330078,POINT (-73.94489288330078 40.834041595458984)
10755676,2023-07-13 03:00:00,N086,Spring St ,Manhattan,metrocard,5,0,40.72622680664063,-74.00373840332031,POINT (-74.00373840332031 40.726226806640625)
7186852,2022-10-12 13:00:00,R533,Flushing-Main St ,Queens,omny,422,149,40.75960159301758,-73.83003234863281,POINT (-73.83003234863281 40.75960159301758)
1718068,2023-10-23 11:00:00,42,Prospect Park ,Brooklyn,metrocard,10,0,40.661613,-73.96225,POINT (-73.96225 40.661613)
716816,2023-11-27 10:00:00,316,50 St ,Manhattan,metrocard,18,1,40.761726,-73.98385,POINT (-73.98385 40.761726)
246319,2023-11-04 09:00:00,247,Bay Pkwy ,Brooklyn,metrocard,2,0,40.62077,-73.975266,POINT (-73.975266 40.62077)
8754308,2023-09-16 16:00:00,J012,Kosciuszko St ,Brooklyn,metrocard,56,1,40.69334030151367,-73.92881774902344,POINT (-73.92881774902344 40.69334030151367)
285051,2023-11-04 23:00:00,250,Kings Hwy ,Brooklyn,omny,4,1,40.60321807861328,-73.97235870361328,POINT (-73.97235870361328 40.60321807861328)
1266603,2023-12-05 03:00:00,225,47-50 Sts-Rockefeller Ctr ,Manhattan,metrocard,3,0,40.758663,-73.98133,POINT (-73.98133 40.758663)
2207700,2022-08-27 20:00:00,H006,3 Av ,Manhattan,metrocard,65,1,40.73284912109375,-73.98612213134766,POINT (-73.98612213134766 40.73284912109375)
1042915,2022-06-25 03:00:00,R283,167 St ,Bronx,omny,3,0,40.83553695678711,-73.92140197753906,POINT (-73.92140197753906 40.83553695678711)
6531713,2024-02-17 10:00:00,394,110 St ,Manhattan,metrocard,19,1,40.79502,-73.94425,POINT (-73.94425 40.79502)
700020,2023-11-27 05:00:00,477,72 St ,Manhattan,metrocard,5,0,40.7688,-73.95843,POINT (-73.95843 40.7688)
8605492,2022-04-05 06:00:00,R290,Kingsbridge Rd ,Bronx,omny,132,25,40.86775970458984,-73.89717102050781,POINT (-73.89717102050781 40.867759704589844)
930613,2023-10-12 07:00:00,250,Kings Hwy ,Brooklyn,metrocard,19,0,40.603218,-73.97236,POINT (-73.97236 40.603218)
317909,2023-11-05 13:00:00,377,3 Av-138 St ,Bronx,omny,280,1,40.81047439575195,-73.92613983154297,POINT (-73.92613983154297 40.81047439575195)
4448496,2023-03-01 05:00:00,R610,Atlantic Av-Barclays Ctr ,Brooklyn,omny,48,4,40.6844596862793,-73.97689056396484,POINT (-73.97689056396484 40.6844596862793)
7239789,2022-10-01 18:00:00,N217,Fordham Rd ,Bronx,omny,54,5,40.86129760742188,-73.89775085449219,POINT (-73.89775085449219 40.861297607421875)
509082,2022-07-19 07:00:00,R258,125 St ,Manhattan,omny,329,21,40.80413818359375,-73.93759155273438,POINT (-73.93759155273438 40.80413818359375)
3142074,2023-12-31 10:00:00,471,34 St-Hudson Yards ,Manhattan,metrocard,155,0,40.755882,-74.00191,POINT (-74.00191 40.755882)
9468471,2023-08-13 03:00:00,B026,Neck Rd ,Brooklyn,metrocard,3,0,40.595245361328125,-73.95516204833984,POINT (-73.95516204833984 40.595245361328125)
4591219,2022-12-24 17:00:00,N556,Avenue P ,Brooklyn,metrocard,18,0,40.60894393920898,-73.9730224609375,POINT (-73.9730224609375 40.608943939208984)
4892187,2024-01-25 08:00:00,279,Sutphin Blvd-Archer Av-JFK Airport ,Queens,metrocard,459,127,40.700485,-73.80797,POINT (-73.80797 40.700485)
2746270,2023-12-25 20:00:00,345,Crown Hts-Utica Av ,Brooklyn,metrocard,7,1,40.668896,-73.932945,POINT (-73.932945 40.668896)
2118716,2023-12-16 21:00:00,282,21 St ,Queens,omny,31,0,40.744064,-73.94972,POINT (-73.94972 40.744064)
283924,2023-11-04 22:00:00,615,New Utrecht Av ,Brooklyn,metrocard,3,0,40.626472,-73.996895,POINT (-73.996895 40.626472)
1204265,2023-12-04 07:00:00,407,Astor Pl ,Manhattan,metrocard,9,0,40.730053,-73.99107,POINT (-73.99107 40.730053)
6407029,2023-05-27 19:00:00,N420B,Clinton-Washington Avs ,Brooklyn,metrocard,41,0,40.688087463378906,-73.96684265136719,POINT (-73.96684265136719 40.688087463378906)
159435,2023-11-19 09:00:00,262,67 Av ,Queens,metrocard,40,0,40.726524,-73.85272,POINT (-73.85272 40.726524)
10292290,2023-01-09 18:00:00,R509,Queensboro Plaza ,Queens,metrocard,314,4,40.75058364868164,-73.94020080566406,POINT (-73.94020080566406 40.75058364868164)
7084528,2024-02-25 11:00:00,256,Parsons Blvd ,Queens,metrocard,52,15,40.707565,-73.80333,POINT (-73.80333 40.707565)
2200491,2022-08-25 18:00:00,H006,3 Av ,Manhattan,omny,219,7,40.73284912109375,-73.98612213134766,POINT (-73.98612213134766 40.73284912109375)
9520064,2023-08-01 00:00:00,R335,Nereid Av ,Bronx,metrocard,2,0,40.898380279541016,-73.85437774658203,POINT (-73.85437774658203 40.898380279541016)
2203112,2023-12-18 07:00:00,232,2 Av ,Manhattan,omny,220,8,40.7234,-73.98994,POINT (-73.98994 40.7234)
1674730,2023-12-10 19:00:00,475,96 St ,Manhattan,metrocard,31,2,40.784317,-73.94715,POINT (-73.94715 40.784317)
981026,2023-11-30 22:00:00,610,Grand Central-42 St ,Manhattan,omny,1680,19,40.75177764892578,-73.97684478759766,POINT (-73.97684478759766 40.75177764892578)
4859380,2023-02-15 05:00:00,R729,Baychester Av ,Bronx,omny,38,1,40.878662109375,-73.83859252929688,POINT (-73.83859252929688 40.878662109375)
353675,2023-10-04 05:00:00,266,Elmhurst Av ,Queens,metrocard,12,0,40.742455,-73.88202,POINT (-73.88202 40.742455)
10998446,2022-11-05 20:00:00,N060,Times Sq-42 St ,Manhattan,omny,2952,19,40.75730895996094,-73.98196411132812,POINT (-73.98196411132812 40.75730895996094)
5083915,2022-04-11 02:00:00,H009,Bedford Av ,Brooklyn,omny,13,0,40.71730422973633,-73.95687103271484,POINT (-73.95687103271484 40.71730422973633)
5952471,2024-02-09 06:00:00,502,Tompkinsville ,Staten Island,metrocard,1,0,40.636948,-74.07484,POINT (-74.07484 40.636948)
147333,2023-11-19 05:00:00,35,59 St ,Brooklyn,omny,25,2,40.641361236572266,-74.01788330078125,POINT (-74.01788330078125 40.641361236572266)
1358992,2023-12-06 09:00:00,439,125 St ,Manhattan,metrocard,30,0,40.807755,-73.945496,POINT (-73.945496 40.807755)
4035531,2024-01-12 23:00:00,363,Westchester Sq-E Tremont Av ,Bronx,metrocard,4,0,40.839893,-73.84295,POINT (-73.84295 40.839893)
847200,2023-10-11 04:00:00,329,Rector St ,Manhattan,metrocard,1,0,40.70751,-74.01379,POINT (-74.01379 40.70751)
9329026,2022-05-27 04:00:00,J009,Myrtle Av ,Brooklyn,omny,6,0,40.697208404541016,-73.93565368652344,POINT (-73.93565368652344 40.697208404541016)
1675321,2023-12-10 19:00:00,287,Flushing Av ,Brooklyn,metrocard,3,0,40.70038,-73.95023,POINT (-73.95023 40.70038)
3180195,2022-09-28 17:00:00,N322,65 St ,Queens,metrocard,76,1,40.74966812133789,-73.89845275878906,POINT (-73.89845275878906 40.74966812133789)
1615868,2023-10-21 20:00:00,217,170 St ,Bronx,metrocard,2,0,40.839306,-73.9134,POINT (-73.9134 40.839306)
768053,2023-11-11 18:00:00,107,Broad St ,Manhattan,metrocard,1,0,40.706474,-74.011055,POINT (-74.011055 40.706474)
9523068,2022-07-02 23:00:00,R608,Nevins St ,Brooklyn,metrocard,67,2,40.68824768066406,-73.9804916381836,POINT (-73.9804916381836 40.68824768066406)
4492637,2024-01-19 13:00:00,377,3 Av-138 St ,Bronx,omny,81,2,40.810474,-73.92614,POINT (-73.92614 40.810474)
5327858,2022-06-03 18:00:00,A064,Bowery ,Manhattan,omny,72,12,40.72027969360352,-73.99391174316406,POINT (-73.99391174316406 40.720279693603516)
4873921,2024-01-25 01:00:00,471,34 St-Hudson Yards ,Manhattan,omny,36,0,40.755882,-74.00191,POINT (-74.00191 40.755882)
1210408,2023-12-04 09:00:00,446,Morris Park ,Bronx,metrocard,5,0,40.854362,-73.8605,POINT (-73.8605 40.854362)
3131667,2023-12-31 07:00:00,211,Bedford Park Blvd ,Bronx,metrocard,19,0,40.873245,-73.88714,POINT (-73.88714 40.873245)
1907483,2023-10-25 23:00:00,250,Kings Hwy ,Brooklyn,metrocard,6,0,40.603218,-73.97236,POINT (-73.97236 40.603218)
5155115,2022-09-16 20:00:00,R291,Bedford Park Blvd-Lehman College ,Bronx,metrocard,47,8,40.8734130859375,-73.89006042480469,POINT (-73.89006042480469 40.8734130859375)
4185323,2024-01-15 09:00:00,136,New Lots Av ,Brooklyn,metrocard,11,0,40.658733,-73.89923,POINT (-73.89923 40.658733)
1707905,2022-12-08 22:00:00,N401,21 St ,Queens,omny,22,0,40.74406433105469,-73.94972229003906,POINT (-73.94972229003906 40.74406433105469)
1416157,2023-03-05 21:00:00,R129,18 St ,Manhattan,metrocard,52,0,40.74103927612305,-73.99787139892578,POINT (-73.99787139892578 40.74103927612305)
2217073,2023-12-18 10:00:00,471,34 St-Hudson Yards ,Manhattan,metrocard,41,0,40.755882,-74.00191,POINT (-74.00191 40.755882)
6544461,2024-02-17 14:00:00,129,Halsey St ,Queens,metrocard,16,0,40.695602,-73.90408,POINT (-73.90408 40.695602)
5195942,2024-01-29 16:00:00,237,Carroll St ,Brooklyn,metrocard,46,0,40.6803,-73.99505,POINT (-73.99505 40.6803)
5420969,2022-11-27 02:00:00,B029,Brighton Beach ,Brooklyn,omny,4,0,40.57762145996094,-73.96137237548828,POINT (-73.96137237548828 40.57762145996094)
6762210,2022-10-14 15:00:00,N003,Dyckman St ,Manhattan,omny,112,1,40.8654899597168,-73.9272689819336,POINT (-73.9272689819336 40.8654899597168)
7127287,2024-02-26 04:00:00,144,Dyckman St ,Manhattan,metrocard,6,0,40.86549,-73.92727,POINT (-73.92727 40.86549)
8662538,2023-02-18 11:00:00,R624,Kingston Av ,Brooklyn,omny,62,0,40.66939926147461,-73.9421615600586,POINT (-73.9421615600586 40.66939926147461)
9931518,2023-06-04 11:00:00,R417,Parkchester ,Bronx,omny,129,10,40.83322525024414,-73.8608169555664,POINT (-73.8608169555664 40.83322525024414)
2237237,2023-03-03 03:00:00,R401,3 Av-138 St ,Bronx,omny,6,0,40.81047439575195,-73.92613983154297,POINT (-73.92613983154297 40.81047439575195)
2097277,2023-02-28 22:00:00,C016,25 St ,Brooklyn,metrocard,16,0,40.66039657592773,-73.99809265136719,POINT (-73.99809265136719 40.660396575927734)
5149060,2023-04-07 07:00:00,R291,Bedford Park Blvd-Lehman College ,Bronx,metrocard,182,18,40.8734130859375,-73.89006042480469,POINT (-73.89006042480469 40.8734130859375)
6289408,2022-09-12 13:00:00,R600,Clark St ,Brooklyn,metrocard,100,0,40.69746780395508,-73.99308776855469,POINT (-73.99308776855469 40.69746780395508)
11401488,2022-12-05 09:00:00,G011,West 8 St-New York Aquarium ,Brooklyn,metrocard,59,0,40.57612609863281,-73.97593688964844,POINT (-73.97593688964844 40.57612609863281)
5728062,2024-02-06 06:00:00,414,Bowling Green ,Manhattan,metrocard,54,0,40.70482,-74.01407,POINT (-74.01407 40.70482)
610383,2023-11-25 17:00:00,9,57 St-7 Av ,Manhattan,metrocard,123,0,40.764664,-73.98066,POINT (-73.98066 40.764664)
1530518,2022-11-01 23:00:00,N006A,190 St ,Manhattan,omny,1,0,40.8590202331543,-73.9341812133789,POINT (-73.9341812133789 40.8590202331543)
7614178,2022-10-18 18:00:00,J013,Gates Av ,Brooklyn,metrocard,101,5,40.68962860107422,-73.92227172851562,POINT (-73.92227172851562 40.68962860107422)
2417291,2023-12-21 04:00:00,265,Grand Av-Newtown ,Queens,metrocard,8,2,40.737015,-73.87722,POINT (-73.87722 40.737015)
3624005,2024-01-07 08:00:00,625,Delancey St ,Manhattan,metrocard,17,0,40.718613,-73.987434,POINT (-73.987434 40.718613)
7381029,2024-02-29 12:00:00,393,116 St ,Manhattan,metrocard,22,1,40.79863,-73.94162,POINT (-73.94162 40.79863)
607163,2023-10-07 15:00:00,72,Fort Hamilton Pkwy ,Brooklyn,metrocard,17,0,40.631386,-74.00535,POINT (-74.00535 40.631386)
2822423,2023-12-26 21:00:00,137,East 105 St ,Brooklyn,metrocard,5,0,40.650574,-73.89948,POINT (-73.89948 40.650574)
171180,2023-10-01 15:00:00,287,Flushing Av ,Brooklyn,metrocard,2,0,40.70038,-73.95023,POINT (-73.95023 40.70038)
1576778,2023-12-09 07:00:00,28,Union St ,Brooklyn,metrocard,4,0,40.677315,-73.98311,POINT (-73.98311 40.677315)
10729934,2023-06-03 15:00:00,N086,Spring St ,Manhattan,omny,383,2,40.72622680664063,-74.00373840332031,POINT (-74.00373840332031 40.726226806640625)
5251106,2022-03-05 06:00:00,B017,Beverley Rd ,Brooklyn,omny,8,0,40.6440315246582,-73.96449279785156,POINT (-73.96449279785156 40.6440315246582)
1661331,2023-10-22 15:00:00,621,Broadway Junction ,Brooklyn,omny,96,6,40.6783332824707,-73.90531921386719,POINT (-73.90531921386719 40.6783332824707)
5043789,2024-01-27 09:00:00,434,3 Av-149 St ,Bronx,omny,1,0,40.81611,-73.917755,POINT (-73.917755 40.81611)
2806615,2023-12-26 16:00:00,39,Bay Ridge-95 St ,Brooklyn,metrocard,12,1,40.616623,-74.030876,POINT (-74.030876 40.616623)
140565,2023-11-19 01:00:00,615,New Utrecht Av ,Brooklyn,metrocard,3,0,40.624844,-73.99635,POINT (-73.99635 40.624844)
6449160,2023-03-20 12:00:00,B018,Cortelyou Rd ,Brooklyn,omny,57,0,40.640926361083984,-73.9638900756836,POINT (-73.9638900756836 40.640926361083984)
6496394,2023-04-26 08:00:00,N307,Court Sq ,Queens,omny,1113,38,40.74784469604492,-73.94383239746094,POINT (-73.94383239746094 40.74784469604492)
